"gene_id","gene_symbol","gene_name"
"MMT00001707","Gch","GTP cyclohydrolase 1"
"MMT00001709",NA,NA
"MMT00001714","Gpr48","G protein-coupled receptor 48"
"MMT00001715","Speer4b","spermatogenesis associated glutamate (E)-rich protein 4b"
"MMT00001720","9330199A09Rik","RIKEN cDNA 9330199A09 gene"
"MMT00001727","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4c"
"MMT00001729","Vkorc1l1","vitamin K epoxide reductase complex, subunit 1-like 1"
"MMT00001731","Fzd4","frizzled homolog 4 (Drosophila)"
"MMT00001732",NA,NA
"MMT00001735","Ogfr","opioid growth factor receptor"
"MMT00001740","D730046L02Rik","RIKEN cDNA D730046L02 gene"
"MMT00001741","1110033K02Rik","RIKEN cDNA 1110033K02 gene"
"MMT00001745","Gpaa1","GPI anchor attachment protein 1"
"MMT00001752","Sumf2","sulfatase modifying factor 2"
"MMT00001753","Myo18a","myosin XVIIIa"
"MMT00001763",NA,NA
"MMT00001776","Edn3","endothelin 3"
"MMT00001787",NA,NA
"MMT00001790","BC061259","cDNA sequence BC061259"
"MMT00001791","4930544G21Rik","RIKEN cDNA 4930544G21 gene"
"MMT00001792","BC059812","cDNA sequence BC059812"
"MMT00001793","1700041E20Rik","RIKEN cDNA 1700041E20 gene"
"MMT00001802","Pscd1","pleckstrin homology, Sec7 and coiled-coil domains 1"
"MMT00001806","Cd84","CD84 antigen"
"MMT00001807","Sbds","Shwachman-Bodian-Diamond syndrome homolog (human)"
"MMT00001817","1700095H12",NA
"MMT00001818","1200003C05Rik","RIKEN cDNA 1200003C05 gene"
"MMT00001823","Kctd3","potassium channel tetramerisation domain containing 3"
"MMT00001839","Phactr3","phosphatase and actin regulator 3"
"MMT00001841","AU021107","expressed sequence AU021107"
"MMT00001859","C430010C01",NA
"MMT00001864","1700011N24Rik","RIKEN cDNA 1700011N24 gene"
"MMT00001869","Ndrg1","N-myc downstream regulated gene 1"
"MMT00001881","1700109I12Rik","RIKEN cDNA 1700109I12 gene"
"MMT00001885","9030420J04Rik","RIKEN cDNA 9030420J04 gene"
"MMT00001886","Pttg1","pituitary tumor-transforming 1"
"MMT00001892","Lias","lipoic acid synthetase"
"MMT00001905","Tpm2","tropomyosin 2, beta"
"MMT00001907",NA,NA
"MMT00001915","Gpr24","G protein coupled receptor 24"
"MMT00001916","Col4a4","procollagen, type IV, alpha 4"
"MMT00001922","Olfr1044","olfactory receptor 1044"
"MMT00001923","Ctrb","chymotrypsinogen B"
"MMT00001924",NA,NA
"MMT00001925",NA,NA
"MMT00001928","Psmd2","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"MMT00001931","4732465J09Rik","RIKEN cDNA 4732465J09 gene"
"MMT00001935","Mad2l2","MAD2 mitotic arrest deficient-like 2 (yeast)"
"MMT00001941",NA,NA
"MMT00001944","Calm1","calmodulin 1"
"MMT00001946","Pcca","propionyl-Coenzyme A carboxylase, alpha polypeptide"
"MMT00001947","Pa2g4","proliferation-associated 2G4"
"MMT00001949","Rpl3l","ribosomal protein L3-like"
"MMT00001955","Olfr1265","olfactory receptor 1265"
"MMT00001956","Nsep1","nuclease sensitive element binding protein 1"
"MMT00001958","C530025K05Rik","RIKEN cDNA C530025K05 gene"
"MMT00001961",NA,NA
"MMT00001967","Atp5h","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d"
"MMT00001969","Tdrd3","tudor domain containing 3"
"MMT00001978","Cnga2","cyclic nucleotide gated channel alpha 2"
"MMT00001984","Chrm2","cholinergic receptor, muscarinic 2, cardiac"
"MMT00001986","Mpa2","macrophage activation 2"
"MMT00001995",NA,NA
"MMT00002002","Unc5b","unc-5 homolog B (C. elegans)"
"MMT00002004","LOC14433",NA
"MMT00002007","Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"MMT00002008","Slco5a1","solute carrier organic anion transporter family, member 5A1"
"MMT00002010","Ptbp1","polypyrimidine tract binding protein 1"
"MMT00002011","6330569O16Rik","RIKEN cDNA 6330569O16 gene"
"MMT00002021","Saa2","serum amyloid A 2"
"MMT00002022","3110050K21Rik","RIKEN cDNA 3110050K21 gene"
"MMT00002025","1200013P24Rik","RIKEN cDNA 1200013P24 gene"
"MMT00002033","Golga2","golgi autoantigen, golgin subfamily a, 2"
"MMT00002037","Sulf1","sulfatase 1"
"MMT00002039","Plod3","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
"MMT00002042","Waspip","Wiskott-Aldrich syndrome protein interacting protein"
"MMT00002046","Tank","TRAF family member-associated Nf-kappa B activator"
"MMT00002048",NA,NA
"MMT00002050","2700081O15Rik","RIKEN cDNA 2700081O15 gene"
"MMT00002055","4632417N05Rik","RIKEN cDNA 4632417N05 gene"
"MMT00002058","Ptov1","prostate tumor over expressed gene 1"
"MMT00002063","Cast","calpastatin"
"MMT00002068","Oaz2","ornithine decarboxylase antizyme 2"
"MMT00002071","Vamp4","vesicle-associated membrane protein 4"
"MMT00002075","Creb3l3","cAMP responsive element binding protein 3-like 3"
"MMT00002077","Atp5g3","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 3"
"MMT00002080",NA,NA
"MMT00002088","Ywhaz","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
"MMT00002089","Ndrg4","N-myc downstream regulated gene 4"
"MMT00002091","2610317D23Rik","RIKEN cDNA 2610317D23 gene"
"MMT00002099","Ctso","cathepsin O"
"MMT00002102","Ltbp1","latent transforming growth factor beta binding protein 1"
"MMT00002103","Nat1","N-acetyltransferase 1 (arylamine N-acetyltransferase)"
"MMT00002108","AI427122","expressed sequence AI427122"
"MMT00002111","Atf2","activating transcription factor 2"
"MMT00002116","Mbd3l2","methyl-CpG binding domain protein 3-like 2"
"MMT00002118","Trpm1","transient receptor potential cation channel, subfamily M, member 1"
"MMT00002120","Pde6c","phosphodiesterase 6C, cGMP specific, cone, alpha prime"
"MMT00002122","Egr1","early growth response 1"
"MMT00002124","Zfyve21","zinc finger, FYVE domain containing 21"
"MMT00002127","Prima1","proline rich membrane anchor 1"
"MMT00002136","Evpl","envoplakin"
"MMT00002139",NA,"gene model 514, (NCBI)"
"MMT00002146","Atp5g1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1"
"MMT00002151",NA,NA
"MMT00002153","C330018K18Rik","RIKEN cDNA C330018K18 gene"
"MMT00002159","Pex12","peroxisomal biogenesis factor 12"
"MMT00002160","Wbscr18","Williams-Beuren syndrome chromosome region 18 homolog (human)"
"MMT00002161","Zfp609","zinc finger protein 609"
"MMT00002162","Olfr641","olfactory receptor 641"
"MMT00002167","Pgam1","phosphoglycerate mutase 1"
"MMT00002169","2610101N10Rik","RIKEN cDNA 2610101N10 gene"
"MMT00002170","Sprr2b","small proline-rich protein 2B"
"MMT00002172","Taz","tafazzin"
"MMT00002175","Tnnt3","troponin T3, skeletal, fast"
"MMT00002178","Uhrf2","ubiquitin-like, containing PHD and RING finger domains 2"
"MMT00002180","1700094E07Rik","RIKEN cDNA 1700094E07 gene"
"MMT00002184",NA,NA
"MMT00002190","Cst3","cystatin C"
"MMT00002192",NA,"gene model 69, (NCBI)"
"MMT00002193","Rhov","ras homolog gene family, member V"
"MMT00002194","3110004H13Rik","RIKEN cDNA 3110004H13 gene"
"MMT00002195","Nfat5","nuclear factor of activated T-cells 5"
"MMT00002197","Cyb561d2","cytochrome b-561 domain containing 2"
"MMT00002201","Mic2l1","MIC2 (monoclonal Imperial Cancer Research Fund 2)-like 1"
"MMT00002202",NA,NA
"MMT00002208","Chrnd","cholinergic receptor, nicotinic, delta polypeptide"
"MMT00002209","Tusc3","tumor suppressor candidate 3"
"MMT00002213","Mipol1","mirror-image polydactyly gene 1 homolog (human)"
"MMT00002215",NA,NA
"MMT00002226","Tarbp2","TAR (HIV) RNA binding protein 2"
"MMT00002227","4921506M07Rik","RIKEN cDNA 4921506M07 gene"
"MMT00002228","4933416E14Rik","RIKEN cDNA 4933416E14 gene"
"MMT00002232","Ldh1","lactate dehydrogenase 1, A chain"
"MMT00002238","Hccs","holocytochrome c synthetase"
"MMT00002242","AI315119","expressed sequence AI315119"
"MMT00002244","1110014C03Rik","RIKEN cDNA 1110014C03 gene"
"MMT00002245","Ldh1","lactate dehydrogenase 1, A chain"
"MMT00002246","D730046L02Rik","RIKEN cDNA D730046L02 gene"
"MMT00002248",NA,NA
"MMT00002249","Ank1","ankyrin 1, erythroid"
"MMT00002255","Slc25a13","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
"MMT00002257",NA,NA
"MMT00002261","Catnb","catenin beta"
"MMT00002264","Add3","adducin 3 (gamma)"
"MMT00002266","Fosl2","fos-like antigen 2"
"MMT00002268","AI428901","expressed sequence AI428901"
"MMT00002269",NA,NA
"MMT00002271","Matn1","matrilin 1, cartilage matrix protein 1"
"MMT00002272",NA,NA
"MMT00002277",NA,NA
"MMT00002280","Klk16","kallikrein 16"
"MMT00002281","Krt1-15","keratin complex 1, acidic, gene 15"
"MMT00002289","Vdrip","vitamin D receptor interacting protein"
"MMT00002291","Ms4a8a","membrane-spanning 4-domains, subfamily A, member 8A"
"MMT00002293","Krt1-19","keratin complex 1, acidic, gene 19"
"MMT00002294","Tacr3","tachykinin receptor 3"
"MMT00002296","4930488L10Rik","RIKEN cDNA 4930488L10 gene"
"MMT00002297","Pcqap","positive cofactor 2, multiprotein complex, glutamine/Q-rich-associated protein"
"MMT00002304","Mkrn2","makorin, ring finger protein, 2"
"MMT00002308",NA,NA
"MMT00002310","Tram1","translocating chain-associating membrane protein 1"
"MMT00002323","Il18r1","interleukin 18 receptor 1"
"MMT00002327","Rnf40","ring finger protein 40"
"MMT00002329",NA,NA
"MMT00002330","Hrbl","HIV-1 Rev binding protein-like"
"MMT00002331","Cyp2e1","cytochrome P450, family 2, subfamily e, polypeptide 1"
"MMT00002336","Tparl","TPA regulated locus"
"MMT00002338","Pkm2","pyruvate kinase, muscle"
"MMT00002339","Mist1","muscle, intestine and stomach expression 1"
"MMT00002340","Gabrd","gamma-aminobutyric acid (GABA-A) receptor, subunit delta"
"MMT00002343","4930463G05Rik","RIKEN cDNA 4930463G05 gene"
"MMT00002344","Eif3s9","eukaryotic translation initiation factor 3, subunit 9 (eta)"
"MMT00002345",NA,"gene model 1531, (NCBI)"
"MMT00002349","5230400G24Rik","RIKEN cDNA 5230400G24 gene"
"MMT00002354","4930485D02Rik","RIKEN cDNA 4930485D02 gene"
"MMT00002358","Hnrpd","heterogeneous nuclear ribonucleoprotein D"
"MMT00002362","Fmnl1","formin-like 1"
"MMT00002367","Hspd1","heat shock protein 1 (chaperonin)"
"MMT00002368",NA,NA
"MMT00002381","4933428A15Rik","RIKEN cDNA 4933428A15 gene"
"MMT00002384","2700029M09Rik","RIKEN cDNA 2700029M09 gene"
"MMT00002385","Nelf","nasal embryonic LHRH factor"
"MMT00002391","2810405K07Rik","RIKEN cDNA 2810405K07 gene"
"MMT00002392","Cd97","CD97 antigen"
"MMT00002394",NA,NA
"MMT00002399","1700012B15Rik","RIKEN cDNA 1700012B15 gene"
"MMT00002403","Kif23","kinesin family member 23"
"MMT00002404","Ddr1","discoidin domain receptor family, member 1"
"MMT00002408","A930021H16Rik","RIKEN cDNA A930021H16 gene"
"MMT00002415","3230401I01Rik","RIKEN cDNA 3230401I01 gene"
"MMT00002420","Decr2","2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"
"MMT00002421","Foxm1","forkhead box M1"
"MMT00002426","Cope","coatomer protein complex, subunit epsilon"
"MMT00002427",NA,NA
"MMT00002431","A830007L07Rik","RIKEN cDNA A830007L07 gene"
"MMT00002433","2310003P10Rik","RIKEN cDNA 2310003P10 gene"
"MMT00002434","Ttc4","tetratricopeptide repeat domain 4"
"MMT00002438","C87576","expressed sequence C87576"
"MMT00002439","1700034J06Rik","RIKEN cDNA 1700034J06 gene"
"MMT00002444","Dppa4","developmental pluripotency associated 4"
"MMT00002448",NA,NA
"MMT00002451",NA,NA
"MMT00002458","Vipr2","vasoactive intestinal peptide receptor 2"
"MMT00002462","Thy28",NA
"MMT00002468","Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6"
"MMT00002470","Rpl37a","ribosomal protein L37a"
"MMT00002471",NA,NA
"MMT00002475",NA,NA
"MMT00002480","Rab33a","RAB33A, member of RAS oncogene family"
"MMT00002485","Elavl4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)"
"MMT00002490","1300013B24Rik","RIKEN cDNA 1300013B24 gene"
"MMT00002492","Pdzk6","PDZ domain containing 6"
"MMT00002494",NA,NA
"MMT00002495",NA,NA
"MMT00002497","Itgb1bp1","integrin beta 1 binding protein 1"
"MMT00002499","E130304D01",NA
"MMT00002500",NA,NA
"MMT00002507","Rai12","retinoic acid induced 12"
"MMT00002508","Ntsr","neurotensin receptor"
"MMT00002510","Arih1","ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)"
"MMT00002513","Plekhb1","pleckstrin homology domain containing, family B (evectins) member 1"
"MMT00002514","Tgfb1","transforming growth factor, beta 1"
"MMT00002521",NA,NA
"MMT00002522",NA,NA
"MMT00002524",NA,NA
"MMT00002528","Crip2","cysteine rich protein 2"
"MMT00002529","Cnga1","cyclic nucleotide gated channel alpha 1"
"MMT00002532","Onecut1","one cut domain, family member 1"
"MMT00002536","Foxi1","forkhead box I1"
"MMT00002540","B230114P05Rik","RIKEN cDNA B230114P05 gene"
"MMT00002542",NA,NA
"MMT00002544","Gltscr2","glioma tumor suppressor candidate region gene 2"
"MMT00002545","Dtr","diphtheria toxin receptor"
"MMT00002546",NA,NA
"MMT00002547","Kdt1","kidney cell line derived transcript 1"
"MMT00002553","3830408G10Rik","RIKEN cDNA 3830408G10 gene"
"MMT00002554","Ppp3r1","protein phospatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)"
"MMT00002555",NA,NA
"MMT00002557",NA,NA
"MMT00002568",NA,NA
"MMT00002569","Mov10","Moloney leukemia virus 10"
"MMT00002571","Rp1h","retinitis pigmentosa 1 homolog (human)"
"MMT00002573","Rgl2","ral guanine nucleotide dissociation stimulator,-like 2"
"MMT00002575",NA,NA
"MMT00002576","Nxph1","neurexophilin 1"
"MMT00002581",NA,NA
"MMT00002582","Mpp7","membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
"MMT00002583","2510002A14Rik","RIKEN cDNA 2510002A14 gene"
"MMT00002586","Jarid1c","jumonji, AT rich interactive domain 1C (Rbp2 like)"
"MMT00002591","Park2","parkin"
"MMT00002592","AA175286","EST AA175286"
"MMT00002594","1700019I23Rik","RIKEN cDNA 1700019I23 gene"
"MMT00002596",NA,NA
"MMT00002597",NA,NA
"MMT00002598","Olfr564","olfactory receptor 564"
"MMT00002605","Barhl1","BarH-like 1 (Drosophila)"
"MMT00002609","Ddx26","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26"
"MMT00002612","Olfr273","olfactory receptor 273"
"MMT00002617","Lat","linker for activation of T cells"
"MMT00002620",NA,NA
"MMT00002621","Cntnap2","contactin associated protein-like 2"
"MMT00002622",NA,NA
"MMT00002625",NA,NA
"MMT00002628","Lmcd1","LIM and cysteine-rich domains 1"
"MMT00002629",NA,NA
"MMT00002631",NA,NA
"MMT00002632","Fth","ferritin heavy chain"
"MMT00002633","Enpp4","ectonucleotide pyrophosphatase/phosphodiesterase 4"
"MMT00002635","Olfr1043","olfactory receptor 1043"
"MMT00002637",NA,NA
"MMT00002642","Nfkbie","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"
"MMT00002646","Aspn","asporin"
"MMT00002649",NA,NA
"MMT00002654","Tdrd6","tudor domain containing 6"
"MMT00002655","Ing1","inhibitor of growth family, member 1"
"MMT00002656","1700020L24Rik","RIKEN cDNA 1700020L24 gene"
"MMT00002657","Mrpl15","mitochondrial ribosomal protein L15"
"MMT00002660",NA,NA
"MMT00002665","AI840980","expressed sequence AI840980"
"MMT00002666","0610009B10Rik","RIKEN cDNA 0610009B10 gene"
"MMT00002673","Sox4","SRY-box containing gene 4"
"MMT00002676","Pnmt","phenylethanolamine-N-methyltransferase"
"MMT00002682","2610002M06Rik","RIKEN cDNA 2610002M06 gene"
"MMT00002683",NA,"gene model 1473, (NCBI)"
"MMT00002689","Clic5","chloride intracellular channel 5"
"MMT00002696","Msh2","mutS homolog 2 (E. coli)"
"MMT00002698","Olfr1260","olfactory receptor 1260"
"MMT00002703","AI449441","expressed sequence AI449441"
"MMT00002710","Dscr1l1","Down syndrome critical region gene 1-like 1"
"MMT00002724","Sertad1","SERTA domain containing 1"
"MMT00002725","Hnrpk","heterogeneous nuclear ribonucleoprotein K"
"MMT00002731","Atp5e","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
"MMT00002733","C130002K18Rik","RIKEN cDNA C130002K18 gene"
"MMT00002739","Tceb2","transcription elongation factor B (SIII), polypeptide 2"
"MMT00002740","2400003C14Rik","RIKEN cDNA 2400003C14 gene"
"MMT00002743","Rab6","RAB6, member RAS oncogene family"
"MMT00002746","2700088M22Rik","RIKEN cDNA 2700088M22 gene"
"MMT00002748","Dpysl2","dihydropyrimidinase-like 2"
"MMT00002751","Lect1","leukocyte cell derived chemotaxin 1"
"MMT00002753","5430424A14Rik","RIKEN cDNA 5430424A14 gene"
"MMT00002755",NA,NA
"MMT00002758","Prg4","proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
"MMT00002759","Olfr1402","olfactory receptor 1402"
"MMT00002762","9130413I22Rik","RIKEN cDNA 9130413I22 gene"
"MMT00002763","Scn1a","sodium channel, voltage-gated, type I, alpha polypeptide"
"MMT00002766","Cetn4","centrin 4"
"MMT00002767","Dapk2","death-associated kinase 2"
"MMT00002771","Kif21b","kinesin family member 21B"
"MMT00002772","Polr2c","polymerase (RNA) II (DNA directed) polypeptide C"
"MMT00002776","Tcfl1","transcription factor-like 1"
"MMT00002780",NA,"gene model 153, (NCBI)"
"MMT00002788","Klrb1a","killer cell lectin-like receptor subfamily B member 1A"
"MMT00002791","Map3k7ip1","mitogen-activated protein kinase kinase kinase 7 interacting protein 1"
"MMT00002794","Tardbp","TAR DNA binding protein"
"MMT00002799","0610011D08Rik","RIKEN cDNA 0610011D08 gene"
"MMT00002811","A130022J15Rik","RIKEN cDNA A130022J15 gene"
"MMT00002816",NA,NA
"MMT00002817","Ptk7","PTK7 protein tyrosine kinase 7"
"MMT00002820","5730403M16Rik","RIKEN cDNA 5730403M16 gene"
"MMT00002824","Efemp2","epidermal growth factor-containing fibulin-like extracellular matrix protein 2"
"MMT00002832","Abca5","ATP-binding cassette, sub-family A (ABC1), member 5"
"MMT00002833","AA407526","expressed sequence AA407526"
"MMT00002837","Cdk3","cyclin-dependent kinase 3"
"MMT00002839","Sap18","Sin3-associated polypeptide 18"
"MMT00002854","V1rh4","vomeronasal 1 receptor, H4"
"MMT00002858","Tmc5","transmembrane channel-like gene family 5"
"MMT00002860","BC056221","cDNA sequence BC056221"
"MMT00002861","Tmc5","transmembrane channel-like gene family 5"
"MMT00002862","BC032203","cDNA sequence BC032203"
"MMT00002865","Zfp264","zinc finger protein 264"
"MMT00002866","Wbscr14","Williams-Beuren syndrome chromosome region 14 homolog (human)"
"MMT00002868","Olfr640","olfactory receptor 640"
"MMT00002875","Sertad2","SERTA domain containing 2"
"MMT00002878",NA,NA
"MMT00002885","Map2k1ip1","mitogen-activated protein kinase kinase 1 interacting protein 1"
"MMT00002888","Ptk9","protein tyrosine kinase 9"
"MMT00002890","Sstr1","somatostatin receptor 1"
"MMT00002893",NA,NA
"MMT00002895","AA415817","expressed sequence AA415817"
"MMT00002901",NA,NA
"MMT00002902","Tmc7","transmembrane channel-like gene family 7"
"MMT00002906","Tbc1d7","TBC1 domain family, member 7"
"MMT00002907","Cndp1","carnosine dipeptidase 1 (metallopeptidase M20 family)"
"MMT00002908",NA,NA
"MMT00002915","Rps4x","ribosomal protein S4, X-linked"
"MMT00002916",NA,NA
"MMT00002917","1600032L17Rik","RIKEN cDNA 1600032L17 gene"
"MMT00002918","6430585N13Rik","RIKEN cDNA 6430585N13 gene"
"MMT00002919",NA,"gene model 948, (NCBI)"
"MMT00002923",NA,NA
"MMT00002927","Galnt7","UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7"
"MMT00002928","6330579B17Rik","RIKEN cDNA 6330579B17 gene"
"MMT00002932","Brp44l","brain protein 44-like"
"MMT00002933","1110014C03Rik","RIKEN cDNA 1110014C03 gene"
"MMT00002937","1110015K06Rik","RIKEN cDNA 1110015K06 gene"
"MMT00002938","2310005E10Rik","RIKEN cDNA 2310005E10 gene"
"MMT00002941","Nek1","NIMA (never in mitosis gene a)-related expressed kinase 1"
"MMT00002942",NA,NA
"MMT00002943","1500016O10Rik","RIKEN cDNA 1500016O10 gene"
"MMT00002944","Fthfsdc1","formyltetrahydrofolate synthetase domain containing 1"
"MMT00002946","1700023M03Rik","RIKEN cDNA 1700023M03 gene"
"MMT00002949","Gps1","G protein pathway suppressor 1"
"MMT00002953",NA,NA
"MMT00002955",NA,NA
"MMT00002956","Pscdbp","pleckstrin homology, Sec7 and coiled-coil domains, binding protein"
"MMT00002957","Ndph","Norrie disease homolog"
"MMT00002958","B230399E16Rik","RIKEN cDNA B230399E16 gene"
"MMT00002962","LOC209387",NA
"MMT00002965","V2r3","vomeronasal 2, receptor, 3"
"MMT00002973","C630023L15",NA
"MMT00002974","Kcng3","potassium voltage-gated channel, subfamily G, member 3"
"MMT00002975","AI225782","expressed sequence AI225782"
"MMT00002982","A530023O14Rik","RIKEN cDNA A530023O14 gene"
"MMT00002983","Pgrmc2","progesterone receptor membrane component 2"
"MMT00002991","Ches1","checkpoint suppressor 1"
